School_Name,Address,City,State,Zip,Phone,Latitude,Longitude,Website,Religious_Affiliation,School_Type,District_Name
SUGARLOAF MONTESSORI SCHOOL,2270 MEADOW CHURCH RD,DULUTH,GA,30097,6784730079,33.979220,-84.100521,,3,Private,
THE STONEHAVEN SCHOOL,"1480 JOYNER AVE, SE",MARIETTA,GA,30060,7708748885,33.917109,-84.545356,,2,Private,
THE LIONHEART SCHOOL,225 ROSWELL ST,ALPHARETTA,GA,30009,4042718752,34.070410,-84.302911,,3,Private,
WYNNBROOK CHRISTIAN SCHOOL,500 RIVER KNOLL WAY,COLUMBUS,GA,31904,7063230795,32.533670,-84.988451,,2,Private,
LEXINGTON UNIVERSAL ACADEMY,4580 NICHOLASVILLE RD,LEXINGTON,KY,40515,8592723360,37.964371,-84.534205,,2,Private,
NATIVITY ACADEMY AT ST BONIFACE,529 E LIBERTY ST,LOUISVILLE,KY,40202,5028553300,38.251420,-85.743461,,1,Private,
THE MONTESSORI SCHOOL OF LOUISVILLE,10263 CHAMPION FARMS DR,LOUISVILLE,KY,40241,5026408585,38.296190,-85.564041,,3,Private,
ACADEMY OF THE SACRED HEART,4521 SAINT CHARLES AVE,NEW ORLEANS,LA,70115,5048911942,29.926920,-90.103931,,1,Private,
ELAN VITAL MONTESSORI SCHOOL,7518 HIGHLAND RD,BATON ROUGE,LA,70808,2257676620,30.376180,-91.137291,,3,Private,
MUSLIM ACADEMY,440 REALTY DR,GRETNA,LA,70056,5044331960,29.878720,-90.029551,,2,Private,
NOTRE DAME HIGH SCHOOL,910 N EASTERN AVE,CROWLEY,LA,70526,3377833519,30.221626,-92.367620,,1,Private,
RESTORATION MINISTRIES CHRISTIAN ACADEMY,1290 HWY 82 E,INDIANOLA,MS,38751,6628872040,33.457562,-90.627372,,2,Private,
ST ALOYSIUS HIGH SCHOOL-VICKSBURG CATHOLIC SCHOO,1900 GROVE ST,VICKSBURG,MS,39183,6016362256,32.349655,-90.867050,,1,Private,
VICTORY CHRISITIAN ACADEMY,116 N DENTON RD,NEW ALBANY,MS,38652,6625349013,34.503007,-89.025636,,2,Private,
ARBORBROOK CHRISTIAN ACADEMY,4823 WAXHAW-INDIAN TRL RD,MATTHEWS,NC,28104,7048219952,35.020191,-80.693467,,2,Private,
CAROLINA ADVENTIST ACADEMY,3710 JAMES B WHITE HWY S,WHITEVILLE,NC,28472,9106400855,34.293977,-78.731367,,2,Private,
CROSSROADS CHRISTIAN SCHOOL,PO BOX 249,HENDERSON,NC,27536,2524311333,36.294391,-78.422453,,2,Private,
WOLF CREEK ACADEMY,PO BOX 2001,MARS HILL,NC,28754,8286809173,35.941001,-82.528489,,2,Private,
MONTESSORI DAY SCHOOL,1702 LEGION RD,CHAPEL HILL,NC,27517,9199293339,35.935406,-79.020481,,3,Private,
MUD CREEK CHRISTIAN SCHOOL,403 RUTLEDGE DR,HENDERSONVILLE,NC,28739,8286986306,35.291189,-82.451718,,2,Private,
NEWPORT CHRISTIAN ACADEMY,8125 HWY 70 E,NEWPORT,NC,28570,2526177297,34.810208,-76.890897,,2,Private,
BLACK MOUNTAIN MONTESSORI,101 CARVER AVE,BLACK MTN,NC,28711,8286698571,35.615386,-82.340020,,3,Private,
THE NEW CLASSICAL ACADEMY,671 SAND HILL RD,ASHEVILLE,NC,28806,8282251993,35.562199,-82.615087,,3,Private,
WINSTON-SALEM STREET SCHOOL,630 W 6TH ST # 101,WINSTON SALEM,NC,27101,3367211110,36.100417,-80.251263,,2,Private,
MISSION HOPE FOUNDATION,2304 KNEECE RD,COLUMBIA,SC,29223,8034629904,34.055990,-80.943741,,2,Private,
PINE GROVE,PO BOX 100,ELGIN,SC,29045,8034383011,34.188910,-80.781671,,3,Private,
PRINCE OF PEACE CATHOLIC SCHOOL,1209 BRUSHY CREEK RD,TAYLORS,SC,29687,8643312145,34.896590,-82.306071,,1,Private,
TRINITY MONTESSORI SCHOOL,1293 ORANGE GROVE RD,CHARLESTON,SC,29407,8435566686,32.816830,-79.997561,,2,Private,
CHATTANOOGA CHRISTIAN SCHOOL,3354 CHARGER DR,CHATTANOOGA,TN,37409,4232656411,35.014055,-85.322079,,2,Private,
CADANCE ACADEMY PRESCHOOL,8200 MACON RD,CORDOVA,TN,38018,4804553147,35.155840,-89.789691,,2,Private,
FAMILY CHRISTIAN SCHOOL,PO BOX 11535,JACKSON,TN,38308,7316166165,35.578050,-88.924201,,2,Private,
FRANKLIN CHRISTIAN ACADEMY,PO BOX 157,FRANKLIN,TN,37065,6155999229,35.933396,-86.911504,,2,Private,
HERITAGE CHRISTIAN ACADEMY,428 HARMON RD,NEW TAZEWELL,TN,37825,4235262807,36.428790,-83.633951,,2,Private,
BLEDSOE YOUTH ACADEMY,220 S HICKORY AVE,GALLATIN,TN,37066,6152302937,36.385720,-86.449991,,3,Private,
APPOMATTOX CHRISTIAN ACADEMY,PO BOX 517,APPOMATTOX,VA,24522,4343527373,37.348620,-78.816321,,2,Private,
DOMINION RIDGE ACADEMY,80 N LAKE AVE,FRONT ROYAL,VA,22630,5406356799,38.912670,-78.160041,,2,Private,
CORNERSTONE CHRISTIAN SCHOOL,197 CORNERSTONE LN,ROCKINGHAM,VA,22802,5404329816,38.474799,-78.820764,,2,Private,
GRACE PREPARATORY SCHOOL,2202 JEFFERSON DAVIS HWY,STAFFORD,VA,22554,5406574500,38.426290,-77.406031,,2,Private,
GREENWOOD CHRISTIAN ACADEMY,5251 JOHN TYLER HWY 37,WILLIAMSBURG,VA,23185,7573450905,37.257660,-76.739701,,2,Private,
MONTESSORI OF CHANTILLY - CASA DEI BAMBINI,42200 GLASCOCK FIELD DR,DULLES,VA,20166,7035427676,38.943983,-77.543786,,3,Private,
MONTESSORI SCHOOL OF SOUTH RIDING,25152 ELK LICK RD STE 140,SOUTH RIDING,VA,20152,7033279417,38.921250,-77.510261,,3,Private,
NEW BRIDGE ACADEMY,5701 ELKO RD,SANDSTON,VA,23150,8047377833,37.506020,-77.237161,,2,Private,
NEW VISTA MONTESSORI SCHOOL,541 LUCK AVE SW STE 110,ROANOKE,VA,24016,5403421173,37.270466,-79.951897,,3,Private,
NORFOLK COLLEGIATE SCHOOL,7336 GRANBY ST,NORFOLK,VA,23505,7573142832,36.911240,-76.273271,,3,Private,
POTOMAC CRESCENT WALDORF SCHOOL,PO BOX 320396,ALEXANDRIA,VA,22320,7034861309,38.803401,-77.046971,,3,Private,
SHORE CHRISTIAN ACADEMY,11624 OCCOHANNOCK RD,EXMORE,VA,23350,7574429791,37.532860,-75.823641,,2,Private,
ST PATRICK CATHOLIC SCHOOL,1000 BOLLING AVE,NORFOLK,VA,23508,7572130847,36.892760,-76.298531,,1,Private,
THE LEAD CENTER LTD,PO BOX 3450,CHESTER,VA,23831,8044523730,37.296010,-77.291499,,3,Private,
TREE OF LIFE CHRISTIAN PREP SCHOOL,6050 PLANK RD,FREDERICKSBURG,VA,22407,5407862019,38.293050,-77.588521,,2,Private,
AMANA CHRISTIAN DAY SCHOOL,10741 SWEET SPRINGS VALLEY RD,GAP MILLS,WV,24941,3047724023,37.545947,-80.424852,,2,Private,
THE HIGHLAND SCHOOL,98 SYCAMORE SPRINGS LN,ELLENBORO,WV,26346,3048693250,39.304950,-81.052451,,3,Private,
THE LEARNING FOUNDATION OF FLORIDA,507 ROYAL PALM BEACH BLVD,ROYAL PALM BEACH,FL,33411,5617956886,26.682712,-80.228230,,3,Private,
INTERACTIVE EDUCATION ACADEMY,1474 BLOOMINGDALE AVE,VALRICO,FL,33596,8136892087,27.895064,-82.257018,,3,Private,
ST STEPHEN CATHOLIC SCHOOL,10424 SAINT STEPHEN CIR,RIVERVIEW,FL,33569,8137419203,27.851600,-82.283781,,1,Private,
AGAPE JR ACADEMY,186 NEW HOPE RD,LAWRENCEVILLE,GA,30046,6783760883,33.951230,-83.979431,,2,Private,
FAITH ACADEMY,2571 HWY 78,LOGANVILLE,GA,30052,7704667872,33.829854,-83.839008,,2,Private,
REGENTS SCHOOL OF OXFORD,14 COUNTY ROAD 130,OXFORD,MS,38655,3146917700,34.421949,-89.567990,,2,Private,
CHARLOTTE ISLAMIC ACADEMY,8310 HARRISBURG RD,CHARLOTTE,NC,28215,7049000255,35.226342,-80.680859,,2,Private,
LITTLE COUNTRY SCHOOL HOUSE,840 HWY 76,CLARKSVILLE,TN,37043,9313585775,36.520034,-87.239266,,3,Private,
ST JOHN NEUMANN ACADEMY,3600 YELLOW SULPHUR RD,BLACKSBURG,VA,24060,5405527562,37.196550,-80.404541,,1,Private,
HOPE SPRINGS CHRISTIAN LEARNING CENTER,1239 BRASELTON HWY,LAWRENCEVILLE,GA,30043,6784428785,34.009030,-83.964001,,2,Private,
CENTRAL BAPTIST PRESCHOOL AND KINDERGARTEN,300 N ROAN ST,JOHNSON CITY,TN,37601,4239263696,36.320480,-82.353421,,2,Private,
CORNERSTONE CHRISTIAN ACADEMY,PO BOX 1488,RAINSVILLE,AL,35986,2566305863,34.513706,-85.832363,,2,Private,
ARDENT PRESCHOOL & DAYCARE,25 SOUTHLAKE LN,HOOVER,AL,35244,2054445437,33.362640,-86.769491,,2,Private,
DORA FIRST BAPTIST KINDERGARTEN,PO BOX 1166,DORA,AL,35062,2056484240,33.740088,-87.079353,,2,Private,
EVANGEL CLASSICAL CHRISTIAN SCHOOL,423 THOMPSON RD,ALABASTER,AL,35007,2052160149,33.238307,-86.837576,,2,Private,
LIBERTY CHRISTIAN ACADEMY,PO BOX 727,GUIN,AL,35563,2054683620,33.966811,-87.904324,,2,Private,
GODS HOUSE KINDERGARTEN AND DAY CARE,4660 CALDWELL MILL RD,BIRMINGHAM,AL,35243,2059677611,33.426023,-86.737038,,2,Private,
"DIXONS TOTAL TOUCH CHILD DEVELOPMENT CENTER, INC.",821 S WILSON AVE,PRICHARD,AL,36610,2514565251,30.724200,-88.083121,,2,Private,
WESTWOOD BAPTIST WEEKDAY EDU MINISTRY,1155 ALABASTER BLVD,ALABASTER,AL,35007,2056632422,33.241801,-86.793957,,2,Private,
THE FRENCH MATERNAL SCHOOL,3224 N ST NW,WASHINGTON,DC,20007,2022760465,38.906743,-77.064081,,3,Private,
BRINKLEY HEIGHTS URBAN ACADEMY,3260 MACON RD,MEMPHIS,TN,38122,9013243022,35.163920,-89.951601,,2,Private,
COVENANT ACADEMY,1079 COUNTRY CLUB DR,MC MINNVILLE,TN,37110,9316686185,35.622419,-85.872006,,2,Private,
PRIDE & JOY CHILDREN'S ACADEMY,4418 KINGSTON PIKE,KNOXVILLE,TN,37919,8655247907,35.940620,-83.977871,,2,Private,
SPRING HILL CHRISTIAN ACADEMY,2001 CAMPBELL STATION PKWY STE C6 # (C-6),SPRING HILL,TN,37174,6153920088,35.774870,-86.913081,,2,Private,
PLEASANT HILL ACADEMY,PO BOX 582409,KISSIMMEE,FL,34758,4079441378,28.162850,-81.478681,,2,Private,
RISING STARS ACADEMY,2155 SARNO RD,MELBOURNE,FL,32935,3212594944,28.121380,-80.656571,,2,Private,
THE ATLANTA ACADEMY,2000 HOLCOMB WOODS PKWY,ROSWELL,GA,30076,6784616102,34.020745,-84.308699,,3,Private,
THE HIRSCH ACADEMY,705 S CANDLER ST,DECATUR,GA,30030,4043789706,33.760710,-84.293231,,3,Private,
HARMONY SCHOOL,3737 COVENANT RD,COLUMBIA,SC,29204,8037871899,34.032590,-80.982001,,3,Private,
TEMPLE CHRISTIAN ACADEMY,2905 STANDRIDGE RD,ANDERSON,SC,29625,8642261259,34.508990,-82.694841,,2,Private,
TIDEWATER CLASSICAL ACADEMY,1201 ROSEMONT RD,VIRGINIA BEACH,VA,23453,7574053680,36.799850,-76.099641,,2,Private,
SAFE HAVEN CHRISTIAN ACADEMY,803 N DR MARTIN L KING JR DR,PRICHARD,AL,36610,2514587241,30.742065,-88.077432,,2,Private,
SPRING HILL SCHOOL,8744 NAZARENE CHURCH RD,BRIDGEWATER,VA,22812,5408287212,38.410020,-79.063451,,2,Private,
STANFORD EISENBERG KNOXVILLE JEWISH DAY SCHOOL,PO BOX 10105,KNOXVILLE,TN,37939,8657199911,35.918595,-84.048575,,2,Private,
BEAN TREE LEARNING,43629 GREENWAY CORPORATE DR,ASHBURN,VA,20147,5712233110,39.007530,-77.491891,,3,Private,
MINNICK SCHOOL-HARRISONBURG,1661 VIRGINIA AVE,HARRISONBURG,VA,22802,5404371814,38.478620,-78.871921,,3,Private,
MINNICK SCHOOL - WYTHEVILLE CAMPUS,425 GRAYSON RD BLDG 6,WYTHEVILLE,VA,24382,2762288088,36.933650,-81.097801,,3,Private,
SEVEN HILLS SCHOOL,1311 OVERBROOK RD,RICHMOND,VA,23220,8043296300,37.565150,-77.453121,,3,Private,
BOCA RATON CHRISTIAN SCHOOL,315 NW 4TH ST,BOCA RATON,FL,33432,5613912727,26.354224,-80.093236,,2,Private,
ALLAN COTT SCHOOL,150 GLENWOOD LN,BIRMINGHAM,AL,35242,2059692880,33.478190,-86.660371,,3,Private,
PRICHARD PREPARATORY SCHOOL,743 MOUNT SINAI AVE,WHISTLER,AL,36612,2513807220,30.754650,-88.114833,,3,Private,
CULLMAN CHRISTIAN SCHOOL,1803 BEECH AVE  SE,CULLMAN,AL,35055,2567340734,34.153970,-86.831843,,2,Private,
FIRST PRESBYTERIAN KINDERGARTEN,211 S CHESTNUT ST,PRATTVILLE,AL,36067,3344913411,32.460800,-86.472061,,2,Private,
HARVEST CHRISTIAN SCHOOL,7303 TAYLORS FERRY RD,BESSEMER,AL,35023,2054970883,33.487990,-87.085611,,2,Private,
MCELWAIN CHRISTIAN ACADEMY,3631 MONTEVALLO RD,BIRMINGHAM,AL,35213,2059604649,33.495867,-86.757489,,2,Private,
MONTGOMERY CHRISTIAN SCHOOL,3265 MCGEHEE RD,MONTGOMERY,AL,36111,3343861749,32.357630,-86.303451,,2,Private,
MT PILGRIM CHRISTIAN ACADEMY,6746 GRASSELLI RD,FAIRFIELD,AL,35064,2057805096,33.469980,-86.924519,,2,Private,
PARKVIEW CHRISTIAN SCHOOL,608 S EUFAULA AVE,EUFAULA,AL,36027,3346874449,31.885018,-85.146377,,2,Private,
THE PINNACLE SCHOOL,4812 COMMERCIAL DR NW,HUNTSVILLE,AL,35816,2565189998,34.740860,-86.636191,,3,Private,
RIVERCHASE UNITED METHODIST DAY SCHOOL,1953 OLD MONTGOMERY HWY,HOOVER,AL,35244,2056131016,33.357972,-86.808220,,2,Private,
GARRETT MEMORIAL CHRISTIAN SCHOOL,PO BOX 223,HOPE,AR,71802,8707773256,33.680832,-93.617607,,2,Private,
PROVIDENCE CLASSICAL CHRISTIAN ACADEMY,PO BOX 173,LOWELL,AR,72745,4792368237,36.289128,-94.186384,,2,Private,
"SOUTH ARKANSAS CHRISTIAN SCHOOL, INC",PO BOX 990,LEWISVILLE,AR,71845,1870921505,33.358163,-93.557151,,2,Private,
BISHOP JOHN T WALKER SCHOOL FOR BOYS,1801 MISSISSIPPI AVE SE,WASHINGTON,DC,20020,2026781515,38.843301,-76.976699,,2,Private,
ACHIEVER'S CHRISTIAN ACADEMY,PO BOX 456,JENNINGS,FL,32053,3868553171,30.601030,-83.105679,,2,Private,
AGAPE CHRISTIAN ACADEMY,24068 US HIGHWAY 27,MOORE HAVEN,FL,33471,8639460521,26.832767,-81.117083,,2,Private,
ALDERSGATE ACADEMY,51 CHILDRENS WAY,DELTONA,FL,32725,3866684774,28.868070,-81.266541,,3,Private,
AMERICAN CHRISTIAN SCHOOL & ART CENTER,5888 W 20TH AVE,HIALEAH,FL,33016,3058276544,25.876780,-80.324181,,2,Private,
AMERICAN PREPARATORY ACADEMY,4850 S PINE ISLAND RD,DAVIE,FL,33328,9544348936,26.060200,-80.259631,,3,Private,
THE EMBASSY ACADEMY,2516 W OAKLAND PARK BLVD,OAKLAND PARK,FL,33311,9544402900,26.164810,-80.176365,,2,Private,
RHODORA J DONAHUE ACADEMY,4955 SETON WAY,AVE MARIA,FL,34142,2398423203,26.340826,-81.434936,,1,Private,
BACOT ACADEMY,2211 SAINT ANDREWS BLVD,PANAMA CITY,FL,32405,8502152614,30.193330,-85.693551,,2,Private,
ROHR BAIS CHAYA ACADEMY,8100 N UNIVERSITY DR,TAMARAC,FL,33321,9547888781,26.223201,-80.252072,,2,Private,
BETHEL SDA ELEMENTARY SCHOOL,32920 SW 187TH AVE,FLORIDA CITY,FL,33034,3052484973,25.461010,-80.493991,,2,Private,
CALVARY BAPTIST CHURCH ACADEMY,4201 OLD KATHLEEN RD,LAKELAND,FL,33810,8636836781,28.072440,-81.957021,,2,Private,
CASA MONTESSORI,217 N STONE ST STE B,DELAND,FL,32720,3867345454,29.030443,-81.315756,,3,Private,
CHOSEN GENERATION CHRISTIAN ACADEMY,4906 OLD PLEASANT HILL RD,KISSIMMEE,FL,34759,4078702389,28.139250,-81.448131,,2,Private,
ALEESA COATS,1897 PALM BEACH LAKES BLVD STE 218,WEST PALM BEACH,FL,33409,5613852883,26.718041,-80.092011,,3,Private,
CONDUCTIVE ED CENTER OF ORLANDO,931 S SEMORAN BLVD STE 220,WINTER PARK,FL,32792,4076714687,28.584400,-81.305631,,3,Private,
CROSSROADS ACADEMY,3681 NE 7TH ST,OCALA,FL,34470,3526944466,29.194270,-82.085361,,3,Private,
EASTER SEALS ACADEMY,1475 NW 14TH AVE,MIAMI,FL,33125,3055474727,25.788920,-80.218161,,3,Private,
EMERGING MINDS MONTESSORI ACADEMY,9087 GLADES RD,BOCA RATON,FL,33434,5614873535,26.368930,-80.188191,,3,Private,
ENDTIME CHRISTIAN SCHOOL OF EXCELLENCE,555 BURNS AVE,LAKE WALES,FL,33853,8635895283,27.898710,-81.585921,,2,Private,
ESPIRITU SANTO CATHOLIC SCHOOL,2405-A PHILIPPE PKWY,SAFETY HARBOR,FL,34695,7278124650,28.010761,-82.685463,,1,Private,
FAITH BAPTIST ACADEMY,6300 OAKLEY BLVD,WESLEY CHAPEL,FL,33544,8139079462,28.249300,-82.352021,,2,Private,
FAITH FELLOWSHIP SCHOOL,28945 SW 187TH AVE,HOMESTEAD,FL,33030,3052465534,25.498140,-80.493401,,2,Private,
FAMILY CHRISTIAN ACADEMY ORLANDO,15060 OLD CHENEY HWY,ORLANDO,FL,32828,4075689837,28.507960,-81.250481,,2,Private,
GRACE AND FAITH INTERNATIONAL ACADEMY,2835 MADISON ST,HOLLYWOOD,FL,33020,9546807724,26.006330,-80.164431,,2,Private,
BROWARD CHRISTIAN ACADEMY,9191 ORANGE DR,DAVIE,FL,33328,9546670852,26.067130,-80.268801,,2,Private,
GATEWAY ACADEMY,1213 HOPE CIR,BONIFAY,FL,32425,8505479011,30.962489,-85.697105,,2,Private,
GOLDEN BRANCH CHRISTIAN ACADEMY,11085 HEARTH RD,SPRING HILL,FL,34608,3525565226,28.494870,-82.541541,,2,Private,
HEART TO HEART CHRISTIAN ACADEMY,8247 RAMONA BLVD W,JACKSONVILLE,FL,32221,9047838631,30.314394,-81.786741,,2,Private,
HILLSDALE CHRISTIAN ACADEMY,6201 EHRLICH RD,TAMPA,FL,33625,8138848250,28.080360,-82.560211,,2,Private,
VICTORY PREPARATORY SCHOOL,110 MASTERS DR,ST AUGUSTINE,FL,32084,9048100535,29.902780,-81.332401,,2,Private,
HOPE RANCH LEARNING ACADEMY,17933 E RD,HUDSON,FL,34667,7272320119,28.418280,-82.601821,,2,Private,
JACKSONVILLE SCHOOL FOR AUTISM,9000 SOUTHSIDE BLVD,JACKSONVILLE,FL,32256,9047324343,30.224030,-81.570711,,3,Private,
KIDS LAND DAY CARE AND LEARNING CENTER,28 E 9TH ST,HIALEAH,FL,33010,7862915859,25.829739,-80.281062,,3,Private,
KIDWORKS USA,8155 W 28TH AVE,HIALEAH,FL,33016,3058225437,25.896860,-80.339301,,3,Private,
LAKEWOOD CHRISTIAN SCHOOL,6250 OLD BETHEL RD,CRESTVIEW,FL,32536,8506831114,30.795610,-86.563451,,2,Private,
ARBOR SCHOOL OF CENTRAL FLORIDA,3929 RED BUG LAKE RD,CASSELBERRY,FL,32707,4073881808,28.646640,-81.274571,,3,Private,
LIGHTHOUSE BAPTIST ACADEMY,3834 HOWELL BRANCH RD,WINTER PARK,FL,32792,4076783890,28.623050,-81.298771,,2,Private,
LIGHTHOUSE CHRISTIAN SCHOOL,2331 NE 26TH AVE,POMPANO BEACH,FL,33062,9549417501,26.260490,-80.098141,,2,Private,
LIGHTHOUSE PRIVATE CHRISTIAN ACADEMY PREP,1508 NEW HOPE RD,GULF BREEZE,FL,32563,8509340180,30.391830,-87.017423,,2,Private,
LITTLE EXPLORERS MONTESSORI,410 N RIDGEWOOD AVE,EDGEWATER,FL,32132,3864232044,29.000180,-80.912311,,3,Private,
LITTLE PEOPLES CHRISTIAN DAYCARE/ACADEMY,6215 ABBOTT STATION DR STE 102,ZEPHYRHILLS,FL,33542,8137792767,28.247910,-82.200891,,2,Private,
MAIMONIDES HEBREW DAY SCHOOL,5620 WINKLER RD,FORT MYERS,FL,33919,2399100293,26.569470,-81.899891,,2,Private,
STEEPLE ON THE BEACH MONTESSORI SCHOOL,1920 SE 4TH ST,DEERFIELD BEACH,FL,33441,9546816775,26.310519,-80.078126,,3,Private,
MILLENNIAL CHRISTIAN SCHOOL,5975 PARK ST,JACKSONVILLE,FL,32205,9047726400,30.293340,-81.742261,,2,Private,
MONTESSORI INSTITUTE OF BROWARD,12425 ORANGE DR,DAVIE,FL,33330,9544729620,26.064890,-80.315631,,3,Private,
MONTESSORI SCHOOL OF EAST ORLANDO,2526 PERCIVAL RD,ORLANDO,FL,32826,4074475860,28.580310,-81.178831,,3,Private,
NATIONWIDE ACADEMY,3440 HOLLYWOOD BLVD STE 415,HOLLYWOOD,FL,33021,7548020776,26.010120,-80.177181,,3,Private,
BETHEL CHRISTIAN ACADEMY,75 DON POLSTON DR,EAGLE LAKE,FL,33839,8638755573,27.982480,-81.753451,,2,Private,
NEW HOPE SDA SCHOOL AND LEARNING CENTER,545 E CAMPUS CIR,FORT LAUDERDALE,FL,33312,9545873842,26.114370,-80.193321,,2,Private,
NEW HORIZONS CHRISTIAN ACADEMY,4281 PALM AVE,WEST PALM BEACH,FL,33406,5614335933,26.660150,-80.108721,,2,Private,
NORTH FLORIDA EDUCATIONAL INSTITUTE,580 LAWTON AVE,JACKSONVILLE,FL,32208,9047640084,30.386250,-81.642815,,3,Private,
ODESSA CHRISTIAN SCHOOL,19521 MICHIGAN AVE,ODESSA,FL,33556,8137921825,28.164620,-82.578831,,2,Private,
PEACE BY PIECE LEARNING CENTER,6714 WINKLER RD,FORT MYERS,FL,33919,2392458301,26.544390,-81.899281,,3,Private,
PEACE LUTHERAN SCHOOL,750 NW 23RD LN,OKEECHOBEE,FL,34972,8637637566,27.264770,-80.836461,,2,Private,
PEACE LUTHERAN SCHOOL,3249 WINDMILL POINT BLVD,KISSIMMEE,FL,34746,4078705965,28.230980,-81.434471,,2,Private,
POTTER'S WHEEL ACADEMY,6102 39TH AVE W,BRADENTON,FL,34209,9412844076,27.467160,-82.622591,,3,Private,
RIVERVIEW MONTESSORI SCHOOL,11520 RAMBLE CREEK DR,RIVERVIEW,FL,33569,8137413300,27.834380,-82.318141,,3,Private,
ROCK SOLID CHRISTIAN ACADEMY,401 SW 4TH ST,OKEECHOBEE,FL,34974,8637631847,27.239140,-80.833521,,2,Private,
SCORE ACADEMY,"900 BROKEN SOUND PKWY NW, STE 100",BOCA RATON,FL,33487,5612411610,26.399230,-80.106211,,3,Private,
SCORE AT THE TOP LEARNING  CENTER  - WELLINGTON,1035 S STATE ROAD 7 STE 118,WELLINGTON,FL,33414,5613338882,26.662288,-80.204057,,3,Private,
SCORE AT THE TOP PALM BEACH LLC,3901 DESIGN CENTER DR STE 200,PALM BEACH GARDENS,FL,33410,5616262662,26.840570,-80.097841,,3,Private,
SECOND HOME LEARNING CENTER,118 W 7TH ST,HIALEAH,FL,33010,3058882728,25.827780,-80.283941,,3,Private,
BETTON HILLS SCHOOL,1815 N.MERIDIAN RD,TALLAHASSEE,FL,32303,8504222464,30.464082,-84.276779,,3,Private,
SHEPHERD OF THE WOODS LUTHERAN SCHOOL,7860 SOUTHSIDE BLVD,JACKSONVILLE,FL,32256,9046413393,30.227589,-81.553428,,2,Private,
"CROSSPOINTE ACADEMY, INC.","6900-29 DANIELS PKWY, PMB #142",FORT MYERS,FL,33912,2392251502,26.575600,-81.738831,,2,Private,
ST CATHERINE CATHOLIC SCHOOL,2835 KENILWORTH BLVD,SEBRING,FL,33870,8633857300,27.485338,-81.437863,,1,Private,
STARCHILD ACADEMY LAKE MARY,200 LONGWOOD LAKE MARY RD,LAKE MARY,FL,32746,4073338901,28.753177,-81.334074,,3,Private,
SUNRISE SCHOOL OF MIAMI,14920 SW 67TH AVE,PALMETTO BAY,FL,33158,3052746562,25.632310,-80.302351,,3,Private,
SUNSHINE CHILDCARE & PRESCHOOL CENTER,4056 W 12 AVE,HIALEAH,FL,33012,3053648006,25.858641,-80.307708,,3,Private,
TEMPLE COLLEGE PREPARATORY SCHOOL,1766 W 17TH ST,JACKSONVILLE,FL,32209,9045980078,30.353815,-81.686133,,2,Private,
TEMPLE CHRISTIAN ACADEMY,4200 GEORGETOWN DR,JACKSONVILLE,FL,32210,9047788655,30.262424,-81.765544,,3,Private,
THE OAKS PRIVATE SCHOOL,7291 SW COUNTY ROAD 141,JASPER,FL,32052,3869381352,30.450320,-83.162041,,2,Private,
THE OPEN DOORWAY INC,1480 S MILITARY TRL,WEST PALM BEACH,FL,33415,5614342788,26.655457,-80.111771,,3,Private,
THE READING CLINIC,3990 N US HIGHWAY 441,OCALA,FL,34475,3528670027,29.228184,-82.149525,,3,Private,
THINKING CHILD CHRISTIAN ACADEMY,155 NW 4TH ST,HOMESTEAD,FL,33030,3052473036,25.473730,-80.480431,,2,Private,
TRINITAS ACADEMY,1101 SW 49TH AVE,PLANTATION,FL,33317,9545815009,26.106850,-80.213451,,2,Private,
TRINITY CHRISTIAN SCHOOL,3901 NE 22ND AVE,LIGHTHOUSE POINT,FL,33064,9549418033,26.280090,-80.094591,,2,Private,
TURNING POINT CHRISTIAN ACADEMY,3500 STATE ROAD 16,ST AUGUSTINE,FL,32092,9048240744,29.939130,-81.433341,,2,Private,
VICTORY BAPTIST ACADEMY,235 N TAMIAMI TRL,OSPREY,FL,34229,9419664716,27.199720,-82.490821,,2,Private,
WALDEN COMMUNITY SCHOOL,4595 HOWELL BRANCH RD,WINTER PARK,FL,32792,4076778225,28.624040,-81.290771,,3,Private,
WASHBURN ACADEMY,805 DEMPSEY ST,CLEARWATER,FL,33756,7276471668,27.962840,-82.786791,,3,Private,
ADVANCE LEARNING CENTER,PO BOX 2598,KINGSLAND,GA,31548,9128825327,30.801281,-81.576762,,2,Private,
BROOKWOOD CHRISTIAN LANGUAGE SCHOOL,4728 WOOD ST,ACWORTH,GA,30101,6784015855,34.069600,-84.688161,,2,Private,
CHILDREN FOR CHRIST ACADEMY,2637 PANOLA RD,LITHONIA,GA,30058,7709810039,33.711500,-84.167431,,2,Private,
CHAPEL HILL CHRISTIAN SCHOOL,5357 CHAPEL HILL RD,DOUGLASVILLE,GA,30135,7702930777,33.658980,-84.714961,,2,Private,
EVANS CHRISTIAN ACADEMY,PO BOX 3085,EVANS,GA,30809,7063643565,33.508647,-82.119447,,3,Private,
FOUNDATIONS FOR THE FUTURE SCHOOL,1500 STANLEY RD NW,KENNESAW,GA,30152,7704294799,33.991210,-84.607711,,3,Private,
HERITAGE BAPTIST CHRISTIAN SCHOOL,1843 PEEKSVILLE RD,LOCUST GROVE,GA,30248,7703207735,33.356880,-84.052701,,2,Private,
HOLY GROUND BAPTIST ACADEMY,1355 N HWY 27,ROOPVILLE,GA,30170,7708544659,33.484957,-85.095056,,2,Private,
